ISSN;PERIÓDICO;QUALIS;FI (JCR);H-index;Citações (2019-2022);Citações (média)
2210142X;International Journal of Computing and Digital Systems;C;0.21;10;210;1
22293493;INTERNATIONAL JOURNAL OF CONTEMPORARY DENTISTRY;C;0;0;0;0
23196475;INTERNATIONAL JOURNAL OF CURRENT ADVANCED RESEARCH;C;0;0;0;0
23955775;INTERNATIONAL JOURNAL OF CURRENT INNOVATION RESEARCH;C;0;0;0;0
24553107;INTERNATIONAL JOURNAL OF CURRENT MULTIDISCIPLINARY STUDIES;C;0;0;0;0
0975833X;INTERNATIONAL JOURNAL OF CURRENT RESEARCH;C;0;0;0;0
23331135;INTERNATIONAL JOURNAL OF DENTAL SCIENCE AND RESEARCH;C;0;0;0;0
23778075;INTERNATIONAL JOURNAL OF DENTISTRY AND ORAL SCIENCE (IJDOS);C;0;0;0;0
21631638;INTERNATIONAL JOURNAL OF DIABETES RESEARCH;C;0;0;0;0
25536893;INTERNATIONAL JOURNAL OF DIGITAL AND DATA LAW;C;0;0;0;0
09759344;INTERNATIONAL JOURNAL OF DRUG DEVELOPMENT AND RESEARCH;C;0;0;0;0
22295895;INTERNATIONAL JOURNAL OF DRUG DISCOVERY AND TECHNOLOGY;C;0;0;0;0
22771506;INTERNATIONAL JOURNAL OF DRUG RESEARCH AND TECHNOLOGY;C;0;0;0;0
23013656;INTERNATIONAL JOURNAL OF ELECTRICAL ENERGY;C;0;0;0;0
14523981;International Journal of Electrochemical Science;C;0.31;89;4460;2
23475900;INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGY & RESEARCH;C;0;0;0;0
20762909;INTERNATIONAL JOURNAL OF ENERGY AND ENVIRONMENT;C;0;0;0;0
20762895;INTERNATIONAL JOURNAL OF ENERGY AND ENVIRONMENT (PRINT);C;0;0;0;0
2326957X;INTERNATIONAL JOURNAL OF ENERGY AND POWER ENGINEERING;C;0;0;0;0
23356812;INTERNATIONAL JOURNAL OF ENERGY AND STATISTICS;C;0;0;0;0
23943661;INTERNATIONAL JOURNAL OF ENGINEERING AND APPLIED SCIENCES;C;0;0;0;0
23191805;INTERNATIONAL JOURNAL OF ENGINEERING AND SCIENCE (ONLINE);C;0;0;0;0
23196734;INTERNATIONAL JOURNAL OF ENGINEERING AND SCIENCE INVENTION;C;0;0;0;0
22787461;INTERNATIONAL JOURNAL OF ENGINEERING INVENTIONS;C;0;0;0;0
23956992;INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH & SCIENCE;C;0;0;0;0
22780181;INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH &;C;0;0;0;0
17568463;INTERNATIONAL JOURNAL OF ENVIRONMENTAL ENGINEERING (PRINT);C;0;0;0;0
23982659;INTERNATIONAL JOURNAL OF ENVIRONMENTAL IMPACTS (ONLINE);C;0;0;0;0
23678941;INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE;C;0;0;0;0
23834366;INTERNATIONAL JOURNAL OF EPIDEMIOLOGIC RESEARCH;C;0;0;0;0
22781692;INTERNATIONAL JOURNAL OF EXPERIMENTAL DENTAL SCIENCE;C;0;0;0;0
25948016;INTERNATIONAL JOURNAL OF FAMILY & COMMUNITY MEDICINE;C;0;0;0;0
20069839;INTERNATIONAL JOURNAL OF FISHERIES AND AQUACULTURE;C;0;0;0;0
23475129;INTERNATIONAL JOURNAL OF FISHERIES AND AQUATIC STUDIES;C;0;0;0;0
23207876;INTERNATIONAL JOURNAL OF FOOD AND NUTRITIONAL SCIENCE;C;0;0;0;0
15563758;International Journal of Food Engineering;C;0.29;29;321;1
23013664;INTERNATIONAL JOURNAL OF FOOD ENGINEERING;C;0;0;0;0
24554898;INTERNATIONAL JOURNAL OF FOOD SCIENCE AND NUTRITION;C;0;0;0;0
25425013;INTERNATIONAL JOURNAL OF FORENSIC ODONTOLOGY;C;0;0;0;0
23811099;INTERNATIONAL JOURNAL OF GEOPHYSICS AND GEOCHEMISTRY;C;0;0;0;0
20492804;INTERNATIONAL JOURNAL OF HAPPINESS AND DEVELOPMENT;C;0;0;0;0
22499571;INTERNATIONAL JOURNAL OF HEALTH SCIENCES & RESEARCH;C;0;0;0;0
25723154;INTERNATIONAL JOURNAL OF HORTICULTURE & AGRICULTURE;C;0;0;0;0
21623058;INTERNATIONAL JOURNAL OF HUMAN RESOURCE STUDIES;C;0;0;0;0
14485869;INTERNATIONAL JOURNAL OF HYBRID INTELLIGENT SYSTEMS;C;0;0;0;0
19969783;INTERNATIONAL JOURNAL OF INFECTION CONTROL;C;0;0;0;0
23499141;INTERNATIONAL JOURNAL OF INFORMATION RESEARCH AND REVIEW;C;0;0;0;0
19301650;International Journal of Information Security and Privacy;C;0.33;14;92;1
14479540;International Journal of Learning;C;0.11;14;15;0
23135468;INTERNATIONAL JOURNAL OF LEARNING,TEACHING AND INNOVATION;C;0;0;0;0
24551716;INTERNATIONAL JOURNAL OF LIFE SCIENCES RESEARCH;C;0;0;0;0
22500480;INTERNATIONAL JOURNAL OF LIFESCIENCE AND PHARMA RESEARCH;C;0;0;0;0
22771964;INTERNATIONAL JOURNAL OF LIVESTOCK RESEARCH;C;0;0;0;0
23102845;INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCES;C;0;0;0;0
19187203;INTERNATIONAL JOURNAL OF MARKETING STUDIES;C;0;0;0;0
22264523;INTERNATIONAL JOURNAL OF MATERIAL SCIENCE;C;0;0;0;0
21665389;INTERNATIONAL JOURNAL OF MATERIALS ENGINEERING;C;0;0;0;0
23272643;INTERNATIONAL JOURNAL OF MATERIALS SCIENCE AND APPLICATIONS;C;0;0;0;0
20477244;INTERNATIONAL JOURNAL OF MECHANISMS AND ROBOTIC SYSTEMS;C;0;0;0;0
20426372;International journal of medical education;C;0.54;27;265;2
23195886;INTERNATIONAL JOURNAL OF MEDICAL RESEARCH & HEALTH SCIENCES;C;0;0;0;0
20069723;INTERNATIONAL JOURNAL OF MEDICINE AND MEDICAL SCIENCES;C;0;0;0;0
22308598;INTERNATIONAL JOURNAL OF MEDICINE AND PUBLIC HEALTH;C;0;0;0;0
17552176;INTERNATIONAL JOURNAL OF METAHEURISTICS;C;0;0;0;0
09755276;INTERNATIONAL JOURNAL OF MICROBIOLOGY RESEARCH;C;0;0;0;0
20103697;INTERNATIONAL JOURNAL OF MODELING AND OPTIMIZATION;C;0;0;0;0
2053180X;INTERNATIONAL JOURNAL OF MODERN BIOLOGICAL RESEARCH;C;0;0;0;0
23753781;INTERNATIONAL JOURNAL OF MODERN EDUCATION RESEARCH;C;0;0;0;0
22496645;INTERNATIONAL JOURNAL OF MODERN ENGINEERING RESEARCH;C;0;0;0;0
23487941;INTERNATIONAL JOURNAL OF MOSQUITO RESEARCH;C;0;0;0;0
21566992;INTERNATIONAL JOURNAL OF MULTIDISCIPLINARY THOUGHTS;C;0;0;0;0
23968303;INTERNATIONAL JOURNAL OF MULTIVARIATE DATA ANALYSIS (PRINT);C;0;0;0;0
1947928X;INTERNATIONAL JOURNAL OF NATURAL COMPUTING RESEARCH;C;0;0;0;0
23783001;INTERNATIONAL JOURNAL OF NEUROLOGY AND NEUROTHERAPY;C;0;0;0;0
23760281;INTERNATIONAL JOURNAL OF NEUROREHABILITATION;C;0;0;0;0
24544116;INTERNATIONAL JOURNAL OF NEW TECHNOLOGY AND RESEARCH;C;0;0;0;0
21412456;INTERNATIONAL JOURNAL OF NURSING AND MIDWIFERY;C;0;0;0;0
22315454;INTERNATIONAL JOURNAL OF NURSING DIDACTICS;C;0;0;0;0
23272694;INTERNATIONAL JOURNAL OF NUTRITION AND FOOD SCIENCE;C;0;0;0;0
19843011;INTERNATIONAL JOURNAL OF NUTROLOGY;C;0;0;0;0
24558931;International Journal of One Health;C;0.23;7;49;1
25737740;INTERNATIONAL JOURNAL OF OPEN ACCESS OTOLARYNGOLOGY;C;0;0;0;0
24695734;INTERNATIONAL JOURNAL OF ORAL AND DENTAL HEALTH;C;0;0;0;0
23957387;INTERNATIONAL JOURNAL OF ORAL HEALTH AND MEDICAL RESEARCH;C;0;0;0;0
21614687;INTERNATIONAL JOURNAL OF ORGANIC CHEMISTRY;C;0;0;0;0
24695807;INTERNATIONAL JOURNAL OF PATHOLOGY AND CLINICAL RESEARCH;C;0;0;0;0
25764802;INTERNATIONAL JOURNAL OF PEDIATRICS & CHILD CARE;C;0;0;0;0
16879740;International Journal of Pediatrics (United Kingdom);C;0.41;7;195;2
23118687;INTERNATIONAL JOURNAL OF PEDIATRICS AND CHILD HEALTH;C;0;0;0;0
23998164;INTERNATIONAL JOURNAL OF PERCEPTIONS IN PUBLIC HEALTH;C;0;0;0;0
24570087;INTERNATIONAL JOURNAL OF PERIODONTOLOGY AND IMPLANTOLOGY;C;0;0;0;0
22773312;INTERNATIONAL JOURNAL OF PHARMACOLOGICAL RESEARCH;C;0;0;0;0
20427174;International Journal of Pharmacy Practice;C;0.44;39;409;2
23307455;INTERNATIONAL JOURNAL OF PHILOSOPHY;C;0;0;0;0
23299096;INTERNATIONAL JOURNAL OF PHYSICAL MEDICINE & REHABILITATION;C;0;0;0;0
09750185;INTERNATIONAL JOURNAL OF PHYTOMEDICINE;C;0;0;0;0
23207035;INTERNATIONAL JOURNAL OF PLANT & SOIL SCIENCE;C;0;0;0;0
23336668;INTERNATIONAL JOURNAL OF PLANT BIOLOGY & RESEARCH;C;0;0;0;0
25749889;INTERNATIONAL JOURNAL OF PREGNANCY & CHILD BIRTH;C;0;0;0;0
15551431;International Journal of Probiotics and Prebiotics;C;0.17;18;19;1
24755435;INTERNATIONAL JOURNAL OF PSYCHIATRY;C;0;0;0;0
21835829;INTERNATIONAL JOURNAL OF PSYCHOLOGY AND NEUROSCIENCE;C;0;0;0;0
13118080;INTERNATIONAL JOURNAL OF PURE AND APPLIED MATHEMATICS;C;0;0;0;0
13143395;INTERNATIONAL JOURNAL OF PURE AND APPLIED MATHEMATICS;C;0;0;0;0
09763031;INTERNATIONAL JOURNAL OF RECENT SCIENTIFIC RESEARCH;C;0;0;0;0
23145757;INTERNATIONAL JOURNAL OF REPRODUCTIVE MEDICINE;C;0;0;0;0
24548685;INTERNATIONAL JOURNAL OF RESEARCH IN GEOGRAPHY;C;0;0;0;0
23495197;INTERNATIONAL JOURNAL OF RESEARCH SCIENCE AND MANAGEMENT;C;0;0;0;0
23490365;INTERNATIONAL JOURNAL OF RESEARCH STUDIES IN BIOSCIENCES;C;0;0;0;0
20569920;International Journal of Retina and Vitreous;C;0.81;22;354;2
23197064;INTERNATIONAL JOURNAL OF SCIENCE AND RESEARCH;C;0;0;0;0
24104477;INTERNATIONAL JOURNAL OF SCIENCES;C;0;0;0;0
23053925;INTERNATIONAL JOURNAL OF SCIENCES (ONLINE);C;0;0;0;0
23074531;INTERNATIONAL JOURNAL OF SCIENCES: BASIC AND APPLIED;C;0;0;0;0
22295518;INTERNATIONAL JOURNAL OF SCIENTIFIC AND ENGINEERING;C;0;0;0;0
22778179;INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH;C;0;0;0;0
22790543;INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH AND REVIEWS;C;0;0;0;0
23079037;INTERNATIONAL JOURNAL OF SCIENTIFIC WORLD;C;0;0;0;0
23275510;INTERNATIONAL JOURNAL OF SOCIAL SCIENCE RESEARCH (ONLINE);C;0;0;0;0
20110626;INTERNATIONAL JOURNAL OF SOUTH AMERICAN ARCHEOLOGY;C;0;0;0;0
21698791;INTERNATIONAL JOURNAL OF SPORTS SCIENCE;C;0;0;0;0
0975556X;INTERNATIONAL JOURNAL OF STATISTICS AND ECONOMICS;C;0;0;0;0
2469570X;INTERNATIONAL JOURNAL OF STEM CELL RESEARCH AND THERAPY;C;0;0;0;0
21609772;INTERNATIONAL JOURNAL OF SYSTEM DYNAMICS APPLICATIONS;C;0;0;0;0
22502378;INTERNATIONAL JOURNAL OF TEXTILE AND FASHION TECHNOLOGY;C;0;0;0;0
19366744;International Journal of the Analytic Hierarchy Process;C;0.33;5;117;1
22781005;INTERNATIONAL JOURNAL OF TROPICAL DISEASE & HEALTH;C;0;0;0;0
25727427;INTERNATIONAL JOURNAL OF VACCINES AND RESEARCH;C;0;0;0;0
24709980;INTERNATIONAL JOURNAL OF VACCINES AND VACCINATION;C;0;0;0;0
25177362;INTERNATIONAL JOURNAL OF VETERINARY AND ANIMAL MEDICINE;C;0;0;0;0
23043075;International Journal of Veterinary Science;C;0.28;8;226;1
2469567X;INTERNATIONAL JOURNAL OF VIROLOGY AND AIDS;C;0;0;0;0
22525211;INTERNATIONAL JOURNAL OF WASTE RESOURCES;C;0;0;0;0
09753834;INTERNATIONAL JOURNAL OF WIRELESS & MOBILE NETWORKS;C;0;0;0;0
24741353;INTERNATIONAL JOURNAL OF WOMEN'S HEALTH AND WELLNESS;C;0;0;0;0
22312714;INTERNATIONAL JOURNAL OF YOGA (ONLINE);C;0;0;0;0
18119786;INTERNATIONAL JOURNAL OF ZOOLOGICAL RESEARCH (ONLINE);C;0;0;0;0
18119778;INTERNATIONAL JOURNAL OF ZOOLOGY;C;0;0;0;0
25262254;INTERNATIONAL JOURNAL ON ACTIVE LEARNING;C;0;0;0;0
19422628;INTERNATIONAL JOURNAL ON ADVANCES IN SOFTW;C;0;0;0;0
25945602;INTERNATIONAL JOURNAL ON COMPUTATIONAL THINKING (IJCTHINK);C;0;0;0;0
23956291;INTERNATIONAL MULTISPECIALITY JOURNAL OF HEALTH;C;0;0;0;0
24518387;INTERNATIONAL NEUROSCIENCE JOURNAL;C;0;0;0;0
25749838;INTERNATIONAL PHYSICAL MEDICINE & REHABILITATION JOURNAL;C;0;0;0;0
25671111;International Public History;C;0.11;1;7;0
2319183X;INTERNATIONAL REFEREED JOURNAL OF ENGINEERING AND SCIENCE;C;0;0;0;0
23809205;INTERNATIONAL RESEARCH IN HIGHER EDUCATION;C;0;0;0;0
21415463;INTERNATIONAL RESEARCH JOURNAL OF MICROBIOLOGY (IRJM);C;0;0;0;0
21051038;INTERNATIONAL REVIEW OF PSYCHOANALYSIS OF COUPLE AND;C;0;0;0;0
00208701;International Social Science Journal;C;0.36;46;109;2
23475196;INTERNATIONAL STD RESEARCH & REVIEWS;C;0;0;0;0
15166821;INTERNATIONAL STUDIES ON LAW AND EDUCATION;C;0;0;0;0
13853074;INTERNATIONAL TRANSFER PRICING JOURNAL;C;0;0;0;0
21995125;INTERNATIONALISATION OF HIGHER EDUCATION;C;0;0;0;0
25426605;Internet of Things (Netherlands);C;1.61;27;1881;9
21976775;Internet Policy Review;C;0.9;17;361;3
24761508;INTERNET TECHNOLOGY LETTERS;C;0;0;0;0
2448864X;INTERPRETATIO. REVISTA DE HERMENÉUTICA;C;0;0;0;0
23177217;INTERSCIENTIA;C;0;0;0;0
23579994;INTERSECCIONES ¿ REVISTA DA APEESP;C;0;0;0;0
19842406;INTERSECÇÕES (JUNDIAÍ);C;0;0;0;0
2316316X;INTERSEMIOSE - REVISTA DIGITAL;C;0;0;0;0
24224596;INTERVENCIONES EN ESTUDIOS CULTURALES;C;0;0;0;0
24484504;INTERVOZES;C;0;0;0;0
01688170;INVERTEBRATE REPRODUCTION AND DEVELOPMENT;C;0;0;0;0
15166341;INVESTIGAÇÃO (FRANCA);C;0;0;0;0
21774080;INVESTIGAÇÃO ONLINE;C;0;0;0;0
16849086;INVESTIGACIÓN AGRARIA;C;0;0;0;0
07189575;INVESTIGACIONES GEOGRÁFICAS (SANTIAGO);C;0;0;0;0
16689070;INVESTIGACIONES Y ENSAYOS GEOGRÁFICOS (IMPRESSO);C;0;0;0;0
10273115;IOBC/WPRS BULLETIN;C;0;0;0;0
23192372;IOSR JOURNAL OF AGRICULTURE AND VETERINARY SCIENCE;C;0;0;0;0
22785736;IOSR JOURNAL OF APPLIED CHEMISTRY (ONLINE);C;0;0;0;0
2455264X;IOSR JOURNAL OF BIOTECHNOLOGY AND BIOCHEMISTRY;C;0;0;0;0
22781676;IOSR JOURNAL OF ELECTRICAL AND ELECTRONICS ENGINEERING;C;0;0;0;0
22781684;IOSR JOURNAL OF MECHANICAL AND CIVIL ENGINEERING;C;0;0;0;0
23201959;IOSR JOURNAL OF NURSING AND HEALTH SCIENCE;C;0;0;0;0
22503013;IOSR JOURNAL OF PHARMACY;C;0;0;0;0
07432747;IOWA JOURNAL OF LITERARY STUDIES;C;0;0;0;0
01004557;IPEF. INSTITUTO DE PESQUISAS E ESTUDOS FLORESTAIS;C;0;0;0;0
25260340;IPSIS LIBANIS;C;0;0;0;0
18826660;IPSJ ONLINE TRANSACTIONS;C;0;0;0;0
23833491;IRANIAN JOURNAL OF ORTHODONTICS;C;0;0;0;0
03601307;IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY;C;0;0;0;0
21689768;IRRIGATION & DRAINAGE SYSTEMS ENGINEERING;C;0;0;0;0
01686291;IRRIGATION AND DRAINAGE SYSTEMS;C;0;0;0;0
17512816;ISBT SCIENCE SERIES (PRINT);C;0;0;0;0
18807682;ISME/GLOMIS ELECTRONIC JOURNAL;C;0;0;0;0
20904649;ISRN ENDOCRINOLOGY;C;0;0;0;0
20906072;ISRN NANOTECHNOLOGY;C;0;0;0;0
10184783;ISSN COMPACT: CD-ROM EDITION OF THE ISSN REGISTER;C;0;0;0;0
16112776;IT - Information Technology;C;0.22;22;75;1
25316893;ITALIAN JOURNAL OF DENTAL MEDICINE;C;0;0;0;0
24648914;ITALIAN REVIEW OF LEGAL HISTORY;C;0;0;0;0
0102115X;ITEM. IRRIGAÇÃO E TECNOLOGIA MODERNA;C;0;0;0;0
10225439;ITTO TROPICAL FOREST UPDATE;C;0;0;0;0
24143146;IUCRDATA;C;0;0;0;0
19803583;IURE-MAIL (FORTALEZA);C;0;0;0;0
19835019;IUS ET IUSTITIA ELETRÔNICA;C;0;0;0;0
19952929;IUS ET VERITAS;C;0;0;0;0
13907794;IUS HUMANI;C;0;0;0;0
05792975;IZVESTIA VYSSIH UCEBNYH ZAVEDENIJ. AVIACIONNAA TEHNIKA;C;0;0;0;0
20904541;J FUNANDAM RENEWABLE ENERGY APP;C;0;0;0;0
23818808;JACOBS JORNAL OF OBESITY;C;0;0;0;0
23769343;JACOBS JOURNAL OF MICROBIOLOGY AND PATHOLOGY;C;0;0;0;0
23769394;JACOBS JOURNAL OF NEPHROLOGY AND UROLOGY;C;0;0;0;0
2469312X;JACOBS JOURNAL OF PHYSIOTHERAPY AND EXERCISE;C;0;0;0;0
23769432;JACOBS JOURNAL OF SPORTS MEDICINE;C;0;0;0;0
25743805;JAMA network open;C;4.03;72;25200;9
19847998;JANUS;C;0;0;0;0
16783387;JBT. JORNAL BRASILEIRO DE TRANSPLANTES;C;0;0;0;0
23800852;JDR Clinical and Translational Research;C;0.67;16;389;3
21928304;JIMD Reports;C;0.4;29;428;2
23714379;JMIR Diabetes;C;0.74;15;227;3
23693762;JMIR Medical Education;C;0.83;17;429;4
23692960;JMIR Public Health and Surveillance;C;1.89;41;3374;9
20533721;JMM CASE REPORTS;C;0;0;0;0
25758551;JOJ NURSING & HEALTH CARE;C;0;0;0;0
15908577;JOP. JOURNAL OF THE PANCREAS (ONLINE);C;0;0;0;0
22382623;JORNAL APASE;C;0;0;0;0
03681416;JORNAL BRASILEIRO DE GINECOLOGIA;C;0;0;0;0
01012800;Jornal brasileiro de nefrologia : orgao oficial de Sociedades Brasileira e Latino-Americana de Nefrologia;C;0.29;26;328;1
22383581;JORNAL BRASILEIRO DE TELESAÚDE;C;0;0;0;0
9989999X;JORNAL CARTA FORENSE;C;0;0;0;0
1414655X;JORNAL DA CIÊNCIA;C;0;0;0;0
25257323;JORNAL DE ASSISTÊNCIA FARMACÊUTICA E FARMACOECONOMIA-JAFF;C;0;0;0;0
19804288;JORNAL JURID DIGITAL;C;0;0;0;0
00305712;JORNAL OF DENTISTRY;C;0;0;0;0
16760166;JORNAL PARANAENSE DE PEDIATRIA;C;0;0;0;0
24476323;JOTA (ONLINE);C;0;0;0;0
23336692;JOUNAL OF ENDOCRINOLOGY, DIABETES & OBESITY;C;0;0;0;0
23081708;GI_Forum;C;0.18;5;59;1
24467944;JOURNAL FRUITS AND VEGETABLES (ONLINE);C;0;0;0;0
1925721X;JOURNAL INTERNATIONAL DE VICTIMOLOGIE JIDV;C;0;0;0;0
21556105;JOURNAL OF ADDICTION RESEARCH & THERAPY;C;0;0;0;0
24999946;JOURNAL OF ADMINISTRATIVE JUDICIAL PROCESS;C;0;0;0;0
22082425;JOURNAL OF ADVANCE RESEARCH IN MEDICAL & HEALTH SCIENCE;C;0;0;0;0
23111755;JOURNAL OF ADVANCED BIOTECHNOLOGY AND BIOENGINEERING;C;0;0;0;0
23490837;JOURNAL OF ADVANCES IN AGRICULTURE;C;0;0;0;0
23941081;JOURNAL OF ADVANCES IN BIOLOGY & BIOTECHNOLOGY;C;0;0;0;0
23486201;JOURNAL OF ADVANCES IN BIOTECHNOLOGY;C;0;0;0;0
2321807X;JOURNAL OF ADVANCES IN CHEMISTRY;C;0;0;0;0
25197010;JOURNAL OF ADVANCES IN EDUCATION RESEARCH;C;0;0;0;0
23941111;JOURNAL OF ADVANCES IN MEDICAL AND PHARMACEUTICAL SCIENCES;C;0;0;0;0
24568899;JOURNAL OF ADVANCES IN MEDICINE AND MEDICAL RESEARCH;C;0;0;0;0
24567116;JOURNAL OF ADVANCES IN MICROBIOLOGY;C;0;0;0;0
21826951;JOURNAL OF AGING AND INNOVATION (IMPRESSO);C;0;0;0;0
2273421X;JOURNAL OF AGING RESEARCH & CLINICAL PRACTICE;C;0;0;0;0
23298847;JOURNAL OF AGING SCIENCE;C;0;0;0;0
21616256;JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY A;C;0;0;0;0
19391250;JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY B (USA.;C;0;0;0;0
23941073;JOURNAL OF AGRICULTURE AND ECOLOGY RESEARCH INTERNATIONAL;C;0;0;0;0
23342404;JOURNAL OF AGRICULTURE AND ENVIRONMENTAL SCIENCES;C;0;0;0;0
23754214;JOURNAL OF AGRICULTURE AND LIFE SCIENCES;C;0;0;0;0
23161809;JOURNAL OF AGRONOMIC SCIENCES;C;0;0;0;0
21556113;JOURNAL OF AIDS AND CLINICAL RESEARCH;C;0;0;0;0
21412359;JOURNAL OF AIDS AND HIV RESEARCH;C;0;0;0;0
10944958;JOURNAL OF AIDS/HIV;C;0;0;0;0
17501938;Journal of Airport Management;C;0.21;3;39;0
23296488;JOURNAL OF ALCOHOLISM & DRUG DEPENDENCE;C;0;0;0;0
22296905;JOURNAL OF ALGAL BIOMASS UTILIZATION;C;0;0;0;0
21610460;JOURNAL OF ALZHEIMERS DISEASE & PARKINSONISM;C;0;0;0;0
24465186;JOURNAL OF AMAZON HEALTH SCIENCE;C;0;0;0;0
21559872;JOURNAL OF ANALYTICAL & BIOANALYTICAL TECHNIQUES;C;0;0;0;0
24730831;JOURNAL OF ANALYTICAL & PHARMACEUTICAL RESEARCH;C;0;0;0;0
20933371;Journal of Analytical Science and Technology;C;0.43;23;344;3
23298731;JOURNAL OF ANCIENT DISEASES & PREVENTIVE REMEDIES;C;0;0;0;0
01963635;JOURNAL OF ANDROLOGY;C;0;0;0;0
20717024;JOURNAL OF ANIMAL AND PLANT SCIENCES;C;0;0;0;0
25766457;JOURNAL OF ANIMAL SCIENCE AND RESEARCH;C;0;0;0;0
20904045;JOURNAL OF ANTHROPOLOGY;C;0;0;0;0
25199412;JOURNAL OF APPLIED AND ADVANCED RESEARCH;C;0;0;0;0
23834536;Journal of Applied and Computational Mechanics;C;0.59;24;960;4
23299533;JOURNAL OF APPLIED BIOINFORMATICS & COMPUTATIONAL BIOLOGY;C;0;0;0;0
2347212X;Journal of Applied Biology and Biotechnology;C;0.2;8;170;1
25728466;JOURNAL OF APPLIED BIOTECHNOLOGY AND BIOENGINEERING;C;0;0;0;0
16585127;Journal of Applied Hematology;C;0.12;3;17;0
23274352;JOURNAL OF APPLIED MATHEMATICS AND PHYSICS;C;0;0;0;0
23583495;JOURNAL OF APPLIED OF PHARMACEUTICAL SCIENCE;C;0;0;0;0
15577244;JOURNAL OF APPLIED PACKAGING RESEARCH;C;0;0;0;0
21559546;JOURNAL OF AQUACULTURE RESEARCH & DEVELOPMENT;C;0;0;0;0
01898779;JOURNAL OF AQUATIC SCIENCE;C;0;0;0;0
21677921;JOURNAL OF ARTHRITIS;C;0;0;0;0
1546962X;JOURNAL OF ASTM INTERNATIONAL (ONLINE);C;0;0;0;0
26305119;JOURNAL OF ATMOSPHERIC SCIENCE RESEARCH;C;0;0;0;0
24718513;JOURNAL OF AUTOIMMUNE DISORDERS;C;0;0;0;0
24710172;JOURNAL OF BACTERIOLOGY & MICOLOGY;C;0;0;0;0
24692786;JOURNAL OF BACTERIOLOGY & MYCOLOGY;C;0;0;0;0
23953438;JOURNAL OF BASIC AND APPLIED RESEARCH INTERNATIONAL;C;0;0;0;0
1948593X;JOURNAL OF BIOANALYSIS & BIOMEDICINE;C;0;0;0;0
12258687;JOURNAL OF BIOCHEMISTRY AND MOLECULAR BIOLOGY;C;0;0;0;0
22361006;JOURNAL OF BIODENTISTRY AND BIOMATERIALS;C;0;0;0;0
21556180;JOURNAL OF BIOMETRICS & BIOSTATISTICS;C;0;0;0;0
21530378;JOURNAL OF BIOPHYSICAL CHEMISTRY (ONLINE);C;0;0;0;0
2153036X;JOURNAL OF BIOPHYSICAL CHEMISTRY (PRINT);C;0;0;0;0
21556199;JOURNAL OF BIOREMEDIATION & BIODEGREDATION;C;0;0;0;0
23275081;JOURNAL OF BIOSCIENCES AND MEDICINES;C;0;0;0;0
21556210;JOURNAL OF BIOSENS & BIOELECTRONICS;C;0;0;0;0
25756303;JOURNAL OF BIOSENSORS, BIOMARKERS AND DIAGNOSTICS;C;0;0;0;0
2455765X;JOURNAL OF BIOSTATISTICS AND BIOMETRIC APPLICATION;C;0;0;0;0
22063552;Journal of Bone and Joint Infection;C;0.67;17;337;2
19275196;JOURNAL OF BUFFALO SCIENCE;C;0;0;0;0
23284897;JOURNAL OF BUILDING CONSTRUCTION AND PLANNING RESEARCH;C;0;0;0;0
23653167;Journal of Building Pathology and Rehabilitation;C;0.38;11;127;2
21557950;JOURNAL OF BUSINESS AND ECONOMICS;C;0;0;0;0
21583889;JOURNAL OF BUSINESS DIVERSITY;C;0;0;0;0
14766647;JOURNAL OF CANCER EPIDEMIOLOGY & PREVENTION (PRINT);C;0;0;0;0
2373633X;JOURNAL OF CANCER PREVENTION & CURRENT RESEARCH;C;0;0;0;0
19485956;JOURNAL OF CANCER SCIENCE & THERAPY;C;0;0;0;0
25782967;JOURNAL OF CANCER TREATMENT AND DIAGNOSIS;C;0;0;0;0
2637465X;JOURNAL OF CARDIAC DISORDERS AND THERAPY;C;0;0;0;0
08839212;JOURNAL OF CARDIOPULMONARY REHABILITATION;C;0;0;0;0
23299517;JOURNAL OF CARDIOVASCULAR DISEASES & DIAGNOSIS;C;0;0;0;0
25761471;JOURNAL OF CELL SIGNALING;C;0;0;0;0
09757384;JOURNAL OF CHEMICAL AND PHARMACEUTICAL RESEARCH;C;0;0;0;0
21577048;JOURNAL OF CHEMICAL ENGINEERING & PROCESS TECHNOLOGY;C;0;0;0;0
21416605;JOURNAL OF CHEMICAL ENGINEERING AND MATERIALS SCIENCE;C;0;0;0;0
2409983X;JOURNAL OF CHEMICAL ENGINEERING RESEARCH UPDATES;C;0;0;0;0
13147978;Journal of Chemical Technology and Metallurgy;C;0.25;22;404;1
19347375;JOURNAL OF CHEMISTRY AND CHEMICAL ENGINEERING;C;0;0;0;0
21577064;JOURNAL OF CHROMATOGRAPHY AND SEPARATION TECHNIQUES;C;0;0;0;0
