,titulo,resumo,resumo_traduzido,revista,data,qualis,H-index,doi,pro,contra,indefinido,resultados
462,Use of Darunavir-Cobicistat as a Treatment Option for Critically Ill Patients with SARS-CoV-2 Infection,"We retrospectively reviewed patients with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections who were admitted to an intensive care unit in Daegu, South Korea. The outcomes of patients who did (cases) or did not (controls) receive darunavir-cobicistat (800-150 mg) therapy were compared. Fourteen patients received darunavir-cobicistat treatment, and 96 received other antiviral therapy (controls). Overall, the darunavir-cobicistat group comprised patients with milder illness, and the crude mortality rate of all patients in the darunavir-cobicistat group was lower than that in the controls [odds ratio (OR) 0.20, 95% confidence interval (CI) 0.04-0.89, ",-,-,_,-,_,https://www.eymj.org/DOIx.php?id=10.3349/ymj.2020.61.9.826,,,,-
463,Experience of the use of hydroxychloroquine on patients with COVID-19: A perspective on viral load and cytokine kinetics,"Until now, there are no approved treatment against COVID-19. Hydroxychloroquine (HCQ) was hypothesized to be active against SARS-CoV2 via antiviral and anti-inflammatory effect; however, HCQ for COVID-19 in clinical use remained debating. In this preliminary report, we presented six patients with mild to moderate COVID-19. They were treated with HCQ for 14 days from the day of COVID-19 diagnosis. Serial viral load from respiratory specimens were performed every other day. Cytokine profile was checked before HCQ initiation and on the 14th day of HCQ treatment. All patients receiving HCQ completed 14-day course without complication. Among the six patients, the mean duration from symptom onset to last detectable viral load was 34 ± 12 days, which was similar to those without specific treatment in previous reports. Low level of interferon-gamma was noted in all patients of different stage of infection and three patients had elevation of IL-17 level. Prolonged virus shedding is still observed regardless HCQ. The impact of HCQ on cytokine kinetics remained unclear; however, IL-17 could be an inflammatory marker for disease status monitor and a potential therapeutic target.",-,-,_,-,_,10.1016/j.jfma.2020.08.022,,,['hydroxychloroquine'],-
464,,,,,,,,,,,,
465,,,,,,,,,,,,
466,,,,,,,,,,,,
467,Preliminary Experience With Low Molecular Weight Heparin Strategy in COVID-19 Patients,Intermediate LMWH dosage seems to be associated with lower incidence of mortality compared to standard DVT prophylaxys in hospitalized COVID-19 patients. Our study paves the way to further pathophysiological investigations and controlled studies of anticoagulation therapy in Covid-19 disease.,-,-,_,-,_,10.3389/fphar.2020.01124/full,,['heparin'],,-
468,,,,,,,,,,,,
469,,,,,,,,,,,,
470,A comprehensive strategy for the early treatment of COVID-19 with azithromycin/hydroxychloroquine and/or corticosteroids: results of a retrospective observational study in the French overseas department of Reunion Island,"Despite the risk profile of COVID-19 patients with severe hypoxemic pneumonia, the mortality rate of the disease in Reunion Island was 0%. This may be due to the care bundle used in our hospital (early hospitalisation, treatment with hydroxychloroquine/azithromycin and/or corticosteroids, non-invasive respiratory support, etc).",-,-,_,-,_,10.1016/j.jgar.2020.08.001,,,,-
471,,,,,,,,,,,,
472,"Susceptibility to COVID-19 in patients treated with antimalarials: a population based study in Emilia-Romagna, Northern Italy",Our findings do not support the use of antimalarials as a prophylactic treatment of COVID-19.,-,-,_,-,_,10.1002/art.41475,,,,-
473,,,,,,,,,,,,
474,,,,,,,,,,,,
475,,,,,,,,,,,,
476,,,,,,,,,,,,
477,An independent appraisal and re-analysis of hydroxychloroquine treatment trial for COVID-19,"Long-QT is commonly associated with an increased risk of polymorphic ventricular tachycardia from drug therapy. However, not all drugs prolonging QT interval are proarrhythmic. This study aimed to characterize cellular and tissue mechanisms under which QT-interval prolonging drugs and their combination are proarrhythmic, examining arrhythmia susceptibility due to action potential (AP) triangulation and spatial dispersion of action potential duration (APD). Additionally, we aimed to elucidate that Torsades de Pointe (TdP) associated with long-QT are not necessarily caused by early-after-depolarization (EADs) but are related to the presence of AP alternans in both time and space. Isolated Guinea Pig hearts were Langendorff perfused, and optical mapping was done with a voltage dye-sensitive dye. Two commonly used drugs at the beginning of the COVID-19 pandemic, hydroxychloroquine (HCQ) and Azithromycin (AZM), were added to study the effects of QT interval prolongation. Alternans in time and space were characterized by performing restitution pacing protocols. Comparing APs, HCQ prolongs APD during phase-III repolarization, resulting in a higher triangulation ratio than AZM alone or AZM combined with HCQ. Lower triangulation ratios with AZM are associated with phase-II prolongation, lower arrhythmia, and lower incidence of spatially discordant alternans.",-,-,_,-,_,https://smw.ch/article/doi/smw.2020.20262,"['hydroxychloroquine', 'azithromycin']",,,-
478,,,,,,,,,,,,
479,Mortality of COVID-19 with preadmission metformin use in patients with diabetes: a meta-analysis,"Metformin, GLP-1RA, and SGLT-2i were associated with lower mortality rate in patients with COVID-19 having type 2 diabetes. DPP-4i and insulin were linked to increased mortality. Sulfonylurea, thiazolidinedione, and alpha-glucosidase inhibitors were mortality neutral. These findings can have a large impact on the clinicians' decisions amid the COVID-19 pandemic.",-,-,_,-,_,10.1002/jmv.26498,,['metformin'],,-
480,Renin-angiotensin system blockers and outcomes during hydroxychloroquine treatment in patients hospitalized for COVID-19 pneumonia,"Metformin, GLP-1RA, and SGLT-2i were associated with lower mortality rate in patients with COVID-19 having type 2 diabetes. DPP-4i and insulin were linked to increased mortality. Sulfonylurea, thiazolidinedione, and alpha-glucosidase inhibitors were mortality neutral. These findings can have a large impact on the clinicians' decisions amid the COVID-19 pandemic.",-,-,_,-,_,PUBMED_ID:32874012/,,"['hydroxychloroquine', 'metformin']",,-
481,,,,,,,,,,,,
482,,,,,,,,,,,,
483,,,,,,,,,,,,
484,,,,,,,,,,,,
485,,,,,,,,,,,,
486,,,,,,,,,,,,
487,,,,,,,,,,,,
488,,,,,,,,,,,,
489,,,,,,,,,,,,
490,Baricitinib therapy in COVID-19: A pilot study on safety and clinical impact,"Personalizing the dose and duration of methylprednisolone according to the patient's disease severity assessed with demographic, clinical, and laboratory results may benefit mortality in severe COVID-19 patients receiving ventilatory support in the ICU. Hematologic disorders and malignancies, arterial blood pH and HCO3, neutrophil count, and NLR at admission were associated with mortality in our patient cohort.",-,-,_,-,_,10.1016/j.jinf.2020.04.017,"['baricitinib', 'methylprednisolone']",,,-
491,CD147 as a Target for COVID-19 Treatment: Suggested Effects of Azithromycin and Stem Cell Engagement,"The expressive number of deaths and confirmed cases of SARS-CoV-2 call for an urgent demand of effective and available drugs for COVID-19 treatment. CD147, a receptor on host cells, is a novel route for SARS-CoV-2 invasion. Thus, drugs that interfere in the spike protein/CD147 interaction or CD147 expression may inhibit viral invasion and dissemination among other cells, including in progenitor/stem cells. Studies suggest beneficial effects of azithromycin in reducing viral load of hospitalized patients, possibly interfering with ligand/CD147 receptor interactions; however, its possible effects on SARS-CoV-2 invasion has not yet been evaluated. In addition to the possible effect in invasion, azithromycin decreases the expression of some metalloproteinases (downstream to CD147), induces anti-viral responses in primary human bronchial epithelial infected with rhinovirus, decreasing viral replication and release. Moreover, resident lung progenitor/stem are extensively differentiated into myofibroblasts during pulmonary fibrosis, a complication observed in COVID-19 patients. This process, and the possible direct viral invasion of progenitor/stem cells via CD147 or ACE2, could result in the decline of these cellular stocks and failing lung repair. Clinical tests with allogeneic MSCs from healthy individuals are underway to enhance endogenous lung repair and suppress inflammation.",-,-,_,-,_,PMC:PMC7167302/,['azithromycin'],,,-
492,,,,,,,,,,,,
493,,,,,,,,,,,,
494,,,,,,,,,,,,
495,,,,,,,,,,,,
496,,,,,,,,,,,,
497,,,,,,,,,,,,
498,,,,,,,,,,,,
499,No higher risk of respiratory symptoms in Italian rheumatological patients under IL-6R-inhibitor therapy in SARS-CoV-2 pandemic,"The outbreak of COVID-19 (caused by SARS-CoV-2) has posed a significant threat to global public health security because of its high pathogenicity and infectivity. To date, the pathogenic mechanism of this novel coronavirus (SARS-CoV-2) is still unclear, and there is no effective treatment. As one of the most effective strategies to prevent viral infection, vaccines have become a research hotspot. Based on the current understanding of SARS-CoV-2, the research and development of its vaccines cover almost all forms of current vaccine research, including inactivated vaccines, recombinant protein vaccines, viral vector vaccines, and nucleic acid vaccines. Moreover, with the spread of the new mutant virus, it is necessary to evaluate the protection rate of previous administered vaccines. This article reviews the candidate targets, vaccine types, research and development status, progress of SARS-CoV-2 vaccines, and the effectiveness of neutralizing antibodies against SARS-CoV-2 mutants (B.1.1.7, B.1.351, P.1, B.1.617.2, and B.1.1.529) induced by these vaccines, to provide a reference for follow-up research and prevention.",-,-,_,-,_,10.1093/rheumatology/keaa388/5878163,['vaccine'],,,-
500,,,,,,,,,,,,
501,Anakinra in COVID-19: important considerations for clinical trials,"MANAGEMENT OF CRITICAL COVID-19 IN THE INTENSIVE CARE UNIT The management of patients with severe to critical forms of Covid-19 in the intensive care unit includes oxygen therapy to treat the deep hypoxaemia induced by the disease, either delivered non-invasively (high concentration mask, high flow oxygen therapy, NIV) or invasively after oro-tracheal intubation in the most severe forms. The symptomatic management becomes then similar to that of an acute respiratory distress syndrome (ARDS) of other origin with the introduction of protective mechanical ventilation, sedation or even curarisation, and prone positioning in the most hypoxemic patients. Other organ failures, including haemodynamic and renal failures, should also be diagnosed and treated. Thrombo-prophylaxis at a higher than usual dose (intermediate or even curative dose) should also be initiated in the acute phase of the disease. Finally, specific treatment is mainly based on systemic corticosteroid therapy with dexamethasone 6 mg/d, possibly combined with tocilizumab. Other Covid-19-specific treatments have not yet been proven to be effective in critical care patients.",-,-,_,-,_,https://www.thelancet.com/journals/lanrhe/article/PIIS2665-9913(20)30160-0/fulltext,['oxygen'],,"['anakinra', 'dexamethasone', 'tocilizumab']",-
